ParentLocation,Location,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh
Europe,Czechia,17.19,16.78,17.76
Africa,Lesotho,17.21,11.83,26.01
Americas,Costa Rica,17.27,14.71,20.61
Europe,Czechia,17.29,16.76,17.81
Africa,Zambia,17.32,7.7,32.7
Africa,Mozambique,17.32,9.89,27.41
Americas,Cuba,17.34,12.54,24.36
Europe,Italy,17.36,17.05,17.67
Europe,Slovenia,17.37,16.54,18.35
Africa,Lesotho,17.42,12.05,26.35
Africa,Seychelles,17.44,12.73,24.47
Europe,Czechia,17.47,16.72,18.2
Europe,Croatia,17.5,15.96,19.07
Americas,Ecuador,17.51,15.57,20.4
Europe,Slovakia,17.51,16.54,18.39
Europe,Albania,17.59,15.68,19.77
Africa,Zambia,17.65,7.51,32.8
Europe,Croatia,17.7,16.35,19.18
Europe,Croatia,17.73,16.34,19.02
Western Pacific,Malaysia,17.81,16.07,19.57
Americas,Costa Rica,17.86,15.35,20.57
Americas,Ecuador,17.88,15.94,20.34
South-East Asia,Bhutan,17.96,15.48,20.64
South-East Asia,Bhutan,17.96,15.48,20.64
Europe,Croatia,17.96,16.68,19.32
Europe,Israel,17.97,15.56,21.27
Europe,Slovakia,17.98,17.13,18.86
Americas,Colombia,18.13,15.57,21.14
Africa,Seychelles,18.15,13.13,25.54
Europe,Albania,18.15,16.42,20.18
Africa,Mozambique,18.18,10.64,29.13
Africa,Malawi,18.22,6.14,36.49
Europe,Slovakia,18.26,17.31,19.08
Europe,Croatia,18.27,16.86,19.63
Europe,Hungary,18.27,17.28,19.54
Americas,Costa Rica,18.31,16.09,20.93
Americas,Mexico,18.33,15.85,21.11
Africa,Lesotho,18.39,12.96,27.89
Europe,Albania,18.43,16.68,20.49
Europe,Slovakia,18.43,17.6,19.32
Europe,Albania,18.44,16.77,20.38
Europe,Albania,18.45,16.4,20.89
Africa,Malawi,18.58,6.13,36.92
Africa,Malawi,18.58,6.21,37.57
Western Pacific,Cambodia,18.6,16.32,21.29
Africa,Seychelles,18.67,13.36,26.5
Africa,Seychelles,18.67,13.36,26.5
Africa,Madagascar,18.69,13.3,26.95
Europe,Bulgaria,18.76,17.67,19.87
Western Pacific,Cambodia,18.79,16.66,21.28
Americas,Costa Rica,18.81,16.68,21.74
Americas,Nicaragua,18.83,13.11,27.5
Europe,Israel,18.85,17.43,20.13
Europe,Slovakia,18.86,17.61,20.31
Americas,Jamaica,18.94,16.01,22.11
Europe,Slovenia,18.99,17.26,20.8
Western Pacific,Viet Nam,19.07,15.65,22.38
Africa,South Africa,19.07,17.87,21.05
Eastern Mediterranean,Djibouti,19.1,7.51,39.83
South-East Asia,Indonesia,19.15,15.84,23.38
Western Pacific,Cambodia,19.16,16.86,21.68
Americas,Venezuela (Bolivarian Republic of),19.19,13.41,27.52
Americas,Colombia,19.19,16.72,22.11
Africa,Zambia,19.24,7.83,41.21
South-East Asia,Indonesia,19.33,15.5,24.82
Americas,Venezuela (Bolivarian Republic of),19.54,13.74,26.82
Americas,Nicaragua,19.56,13.99,28.62
Europe,Poland,19.56,18.96,20.21
Europe,Bulgaria,19.63,18.74,20.68
Americas,Venezuela (Bolivarian Republic of),19.65,14.06,26.59
Western Pacific,Cambodia,19.71,17.08,22.37
Americas,Mexico,19.79,17.78,22.14
Europe,Montenegro,19.81,18.12,22.69
Europe,Georgia,19.84,14.22,26.48
Americas,Nicaragua,19.86,14.24,29.51
Africa,Zambia,19.86,7.71,44
Europe,Montenegro,19.87,18.27,22.47
Europe,Israel,19.9,18.6,21.15
Europe,Israel,20.11,18.9,21.39
Africa,Malawi,20.17,6.52,42.22
Americas,Venezuela (Bolivarian Republic of),20.18,14.72,27.56
Africa,Lesotho,20.29,14.2,30.62
Europe,Montenegro,20.39,18.29,22.44
Americas,Venezuela (Bolivarian Republic of),20.41,15.27,27.43
Eastern Mediterranean,Djibouti,20.43,7.54,43.58
Eastern Mediterranean,Djibouti,20.47,7.68,43.27
Americas,Nicaragua,20.52,14.49,30.06
South-East Asia,Timor-Leste,20.57,8.69,40.3
Americas,Cuba,20.62,15.45,28.31
Eastern Mediterranean,Djibouti,20.63,7.82,42.33
South-East Asia,Indonesia,20.78,17.4,25.35
Africa,Malawi,20.81,6.67,44.43
Eastern Mediterranean,Djibouti,20.85,7.86,42.77
Africa,South Africa,20.93,18.9,22.97
Europe,Bulgaria,20.94,19.87,22.38
Americas,Nicaragua,21,14.7,30.41
Western Pacific,Philippines,21,16.71,25.06
Africa,Madagascar,21.06,14.73,30.13
Europe,Bulgaria,21.13,20.23,22.02
Europe,Israel,21.2,19.92,22.73
South-East Asia,Timor-Leste,21.2,9.2,42.96
Americas,Mexico,21.21,19.76,23.15
Western Pacific,Cambodia,21.25,17.52,24.67
South-East Asia,Timor-Leste,21.25,9.05,45.32
Africa,Ethiopia,21.26,12.11,31.41
Europe,Bulgaria,21.33,20.32,22.19
Europe,Poland,21.34,20.81,21.81
Europe,Montenegro,21.48,19.22,24.73
South-East Asia,Indonesia,21.71,18.41,25.63
Europe,Georgia,21.76,16.02,28.36
Americas,Chile,21.86,20.36,23.94
Americas,Mexico,21.91,20.41,23.98
Europe,Montenegro,21.94,19.43,25.43
Eastern Mediterranean,Sudan,21.98,10.53,39.88
Africa,Eritrea,22.04,9,46.29
Africa,Algeria,22.07,13.95,35.04
Western Pacific,Malaysia,22.09,19.95,24.06
Europe,Poland,22.16,21.58,22.72
Africa,Ethiopia,22.17,13.09,33.33
Europe,Georgia,22.24,16.8,28.24
Americas,Honduras,22.25,15.92,30.79
Africa,South Sudan,22.28,11.07,42.08
Africa,Eritrea,22.3,9.1,47.79
Europe,Türkiye,22.36,20.75,23.63
Africa,South Sudan,22.37,11.12,42.28
Western Pacific,Viet Nam,22.37,17.96,26.83
Eastern Mediterranean,Lebanon,22.38,16.28,30.26
Eastern Mediterranean,Sudan,22.41,11.15,41.24
Europe,Türkiye,22.43,20.78,23.79
Western Pacific,Viet Nam,22.45,17.39,27.58
Western Pacific,Lao People's Democratic Republic,22.47,17.52,27.91
South-East Asia,Timor-Leste,22.5,9.59,48.43
Europe,Türkiye,22.53,21.26,23.65
Africa,Ethiopia,22.59,13.4,33.64
Americas,Honduras,22.63,15.97,30.69
Americas,Mexico,22.63,21,24.73
Europe,Türkiye,22.64,21.49,23.81
Europe,Poland,22.65,22.12,23.14
Africa,South Sudan,22.66,11.34,43.64
Americas,Chile,22.69,20.58,25.23
Europe,Türkiye,22.75,21.58,24.11
Americas,Honduras,22.78,15.78,30.54
Western Pacific,Philippines,22.78,18.88,25.73
Western Pacific,Malaysia,22.89,21.03,24.97
Africa,South Africa,22.91,19.91,25.41
Africa,Algeria,22.98,14.42,36.51
South-East Asia,Timor-Leste,23,9.47,49.69
Africa,Algeria,23.06,14.73,35.92
Americas,Guatemala,23.09,17.93,29.9
Western Pacific,Lao People's Democratic Republic,23.09,18.36,28.42
Africa,Algeria,23.1,14.59,35.86
Americas,Honduras,23.17,16.02,30.62
Eastern Mediterranean,Sudan,23.19,11.56,43.15
Africa,Eritrea,23.2,9.38,52.74
Europe,Poland,23.22,22.6,23.85
Africa,Gabon,23.24,6.37,66.15
Europe,Serbia,23.27,21.29,25.04
Africa,Ethiopia,23.28,14.22,34.15
Eastern Mediterranean,Syrian Arab Republic,23.33,18.8,28.72
South-East Asia,Indonesia,23.34,19.97,27.32
Eastern Mediterranean,Lebanon,23.49,16.68,33.11
Americas,Honduras,23.57,16.2,31.06
Africa,Eritrea,23.59,9.3,55.21
Western Pacific,Viet Nam,23.64,18.65,28.6
Africa,Angola,23.66,6.21,61.88
Africa,Congo,23.69,6.3,73.16
Africa,South Sudan,23.72,11.32,45.19
Americas,Chile,23.75,22.42,25.5
Eastern Mediterranean,Jordan,23.79,19.73,27.73
Africa,Ethiopia,23.82,14.67,35.06
Western Pacific,Philippines,23.9,20.43,26.54
Africa,Algeria,23.95,14.84,36.54
Africa,Eritrea,24.07,9.3,58.23
Eastern Mediterranean,Lebanon,24.11,17.97,32.17
Eastern Mediterranean,Syrian Arab Republic,24.24,19.19,30.26
Europe,Serbia,24.25,22.4,25.82
Eastern Mediterranean,Lebanon,24.27,18.14,32.33
Europe,Georgia,24.33,19.05,30.38
Europe,Serbia,24.39,22.82,25.9
South-East Asia,Sri Lanka,24.42,18.08,32.83
Eastern Mediterranean,Syrian Arab Republic,24.43,20.21,29.46
Africa,South Sudan,24.44,11.12,46.24
Eastern Mediterranean,Sudan,24.44,12.36,46.11
Americas,El Salvador,24.52,16.06,35.36
Eastern Mediterranean,Syrian Arab Republic,24.57,19.63,30.3
Eastern Mediterranean,Lebanon,24.62,18.87,31.64
South-East Asia,Sri Lanka,24.64,17.97,34.02
Americas,Guatemala,24.64,18.94,32.98
Eastern Mediterranean,Jordan,24.76,21.81,27.74
Eastern Mediterranean,Jordan,24.87,22.02,28.12
Western Pacific,Viet Nam,24.88,20.37,29.9
Europe,Serbia,24.92,23.11,26.52
Western Pacific,Republic of Korea,24.94,24.13,25.87
Americas,Guatemala,25,20.06,31.2
Eastern Mediterranean,Jordan,25.24,22.74,28.35
Western Pacific,Malaysia,25.27,23.15,27.78
Europe,Georgia,25.3,19.95,31.95
Europe,Serbia,25.33,23.29,27.22
Eastern Mediterranean,Sudan,25.43,12.67,49.17
Western Pacific,Lao People's Democratic Republic,25.44,19.91,31.32
Eastern Mediterranean,Jordan,25.46,19.29,33.49
South-East Asia,Sri Lanka,25.46,19.5,33.81
Americas,Chile,25.65,24.02,27.39
Americas,El Salvador,25.7,16.7,36.91
Americas,Bolivia (Plurinational State of),25.71,16.95,36.52
Americas,Bolivia (Plurinational State of),25.72,16.98,35.93
South-East Asia,Thailand,25.75,22.51,28.85
Eastern Mediterranean,Syrian Arab Republic,25.82,20.28,32.3
Western Pacific,Philippines,25.84,22.91,28.29
Eastern Mediterranean,Tunisia,25.86,16.88,37.03
South-East Asia,Thailand,25.97,23.84,28.48
Europe,North Macedonia,26.05,24.13,29.05
Africa,Angola,26.08,6.01,80.35
Americas,Chile,26.19,24.46,28.08
Western Pacific,Lao People's Democratic Republic,26.23,20.56,32.08
Americas,Guatemala,26.24,21.37,32.28
Americas,Bolivia (Plurinational State of),26.4,18.01,35.8
South-East Asia,Thailand,26.42,24.16,28.99
Americas,El Salvador,26.44,16.98,37.83
South-East Asia,Sri Lanka,26.48,20.54,33.95
Eastern Mediterranean,Tunisia,26.49,16.81,38.72
Africa,Equatorial Guinea,26.67,6.05,76.5
Africa,Gabon,26.67,6.62,83.89
Europe,North Macedonia,26.75,24.6,29.09
Africa,Burundi,26.79,10.51,58.37
Western Pacific,Lao People's Democratic Republic,26.83,20.69,33.92
Africa,Equatorial Guinea,26.95,6.03,75.59
Western Pacific,Malaysia,26.99,24.73,29.62
South-East Asia,Sri Lanka,27.01,20.91,34.79
Americas,El Salvador,27.12,17.31,38.91
Western Pacific,Philippines,27.15,24.66,29.46
Europe,Bosnia and Herzegovina,27.15,24.91,29.9
South-East Asia,Thailand,27.2,25.29,29.42
Africa,Angola,27.21,5.61,91.98
Americas,Peru,27.22,17.92,38.11
Western Pacific,Republic of Korea,27.26,26.35,27.96
Europe,Azerbaijan,27.45,16.56,42.6
Europe,Kazakhstan,27.52,18.41,38.18
Western Pacific,Republic of Korea,27.52,26.56,28.28
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",27.54,20.67,35.36
Africa,Central African Republic,27.57,6.09,74.66
Eastern Mediterranean,Tunisia,27.58,18.44,39.35
South-East Asia,Bhutan,27.63,24.76,30.63
Western Pacific,Republic of Korea,27.65,26.73,28.4
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",27.91,20.04,37.17
South-East Asia,Bhutan,27.98,25.02,31.06
South-East Asia,Thailand,28.03,25.67,30.13
Africa,Equatorial Guinea,28.05,5.86,80.02
Africa,Cabo Verde,28.06,14.57,51.86
Americas,Guatemala,28.06,24.15,33.34
Americas,Bolivia (Plurinational State of),28.1,20.38,36.26
Western Pacific,Republic of Korea,28.22,27.08,29.35
Europe,North Macedonia,28.23,26.47,31
Eastern Mediterranean,Libya,28.26,11.27,48.82
Africa,Burundi,28.37,10.91,61.8
Americas,El Salvador,28.38,18.14,40.89
Africa,Burundi,28.39,10.77,62.2
Europe,Azerbaijan,28.4,17.31,42.98
Eastern Mediterranean,Libya,28.41,10.78,49.65
Eastern Mediterranean,Tunisia,28.41,19.75,40.21
Americas,Peru,28.51,20.07,40.34
Eastern Mediterranean,Libya,28.55,10.47,51.01
Eastern Mediterranean,Iran (Islamic Republic of),28.6,24.98,31.91
Americas,Bolivia (Plurinational State of),28.64,21.2,36.13
Africa,Burundi,28.72,10.96,62.58
Africa,Equatorial Guinea,28.74,5.55,81.49
Europe,Azerbaijan,28.84,16.23,45.56
South-East Asia,Myanmar,28.97,25.21,34.46
Eastern Mediterranean,Iran (Islamic Republic of),28.98,25.35,32.78
Africa,Central African Republic,29.05,6.05,78.54
Africa,Central African Republic,29.15,6.13,82.35
South-East Asia,Myanmar,29.25,25.27,34.7
Africa,Burundi,29.3,10.99,63.25
Americas,Peru,29.49,22.7,37.5
Eastern Mediterranean,Iran (Islamic Republic of),29.5,25.85,32.96
South-East Asia,Myanmar,29.63,25.26,35.24
Europe,Bosnia and Herzegovina,29.71,27.37,32.6
Eastern Mediterranean,Tunisia,29.76,21.24,41.52
South-East Asia,Myanmar,29.86,25.22,34.75
Africa,Sao Tome and Principe,29.96,15.87,51.8
South-East Asia,Myanmar,29.99,24.71,35.26
Africa,Gabon,30.01,6.38,101.2
Africa,Congo,30.03,6.52,105.9
Eastern Mediterranean,Libya,30.07,14.86,51.57
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",30.29,21.47,41.19
Europe,Turkmenistan,30.33,22.39,41.55
Africa,Uganda,30.42,18.36,47.42
Eastern Mediterranean,Libya,30.47,15.02,52.84
Europe,Azerbaijan,30.6,16.54,48.74
Africa,Democratic Republic of the Congo,30.62,6.92,93.16
Europe,Kazakhstan,30.66,21.93,40.88
Africa,Equatorial Guinea,30.67,5.11,86.32
Africa,Angola,30.73,5.44,117.9
Africa,Uganda,30.91,18.59,49.27
Europe,Turkmenistan,30.91,23.3,41.31
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",30.92,21.64,42.79
Europe,Turkmenistan,31.23,20.27,45.48
Europe,Turkmenistan,31.29,18.91,47.6
Americas,Peru,31.55,27.09,37.2
Africa,Angola,31.58,5.43,124.7
Europe,Azerbaijan,31.71,15.78,51.25
Africa,Benin,31.76,20.44,47.09
Africa,Cabo Verde,31.83,16.9,58.26
Eastern Mediterranean,Iran (Islamic Republic of),31.93,27.51,36.01
Africa,Guinea-Bissau,31.96,16.47,58.38
Europe,North Macedonia,32.06,30.12,34.36
Africa,Uganda,32.08,20.13,48.48
Europe,Bosnia and Herzegovina,32.12,29.04,35.82
Americas,Peru,32.24,28.51,37.26
Africa,Sao Tome and Principe,32.42,16.55,55.83
Africa,Liberia,32.55,17.77,60.3
Africa,Benin,32.71,22.56,47.95
Africa,Benin,32.73,20.64,49.52
Africa,Benin,32.74,18.73,54.63
Africa,Gabon,32.88,5.95,116.7
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",32.89,22.58,47.73
Africa,Uganda,32.96,21.01,49.59
Africa,Democratic Republic of the Congo,32.99,7.18,106.5
Africa,Cabo Verde,33,17.38,59.66
Europe,Turkmenistan,33.21,20.55,54.53
Africa,Cabo Verde,33.36,17.69,60.13
Europe,Armenia,33.37,23.58,49.53
Africa,Benin,33.5,23.4,47.85
Africa,Liberia,33.52,17.99,60.23
Europe,Bosnia and Herzegovina,33.63,30.82,36.62
Africa,Central African Republic,33.71,5.35,108.9
Africa,Gabon,33.79,5.77,122.7
Eastern Mediterranean,Iran (Islamic Republic of),33.98,28.76,38.23
Africa,Cabo Verde,34.04,18.28,61.01
Africa,Sao Tome and Principe,34.45,17.48,59.83
Africa,Gambia,34.57,16.47,59.93
Africa,Rwanda,34.63,12.11,68.42
Africa,Rwanda,34.7,11.98,69.53
Africa,Guinea-Bissau,34.86,17.23,64.7
Eastern Mediterranean,Oman,34.93,22.09,57.09
Africa,Rwanda,34.97,11.98,70.57
Africa,Guinea-Bissau,35.01,17.95,63.76
Africa,Rwanda,35.09,12.05,70.43
Africa,Gambia,35.19,17.24,60.49
Africa,Congo,35.23,6.26,141.7
Eastern Mediterranean,Oman,35.28,20.85,58.77
Africa,Democratic Republic of the Congo,35.53,7.43,107.7
Eastern Mediterranean,Oman,35.54,22.4,58.4
Africa,Togo,35.71,18.54,63.19
Africa,Liberia,35.72,18.12,64.78
Africa,Togo,35.76,19.53,60.93
Africa,Central African Republic,35.83,4.85,121
Africa,Mauritania,35.85,13.01,89.22
Africa,Senegal,36.08,18.19,57.37
Eastern Mediterranean,Iraq,36.18,28.44,46.71
Africa,Guinea,36.24,19.32,67.04
Europe,Kazakhstan,36.45,25.77,51.5
Africa,Mali,36.5,14.98,79.62
Europe,North Macedonia,36.5,34.24,39.18
Eastern Mediterranean,Oman,36.76,21.13,61.02
Africa,Congo,36.76,6.01,153.6
Europe,Bosnia and Herzegovina,36.78,34.01,39.13
Africa,Sao Tome and Principe,36.97,18.01,65.5
Africa,Sao Tome and Principe,37.2,17.87,66.16
Eastern Mediterranean,Iraq,37.22,30,47
Africa,Rwanda,37.24,12.44,75.85
Africa,Guinea,37.39,19.02,69.03
Africa,Togo,37.52,21.45,61.08
South-East Asia,Nepal,37.65,31.69,47.14
Africa,Senegal,37.9,21.06,58.54
Eastern Mediterranean,Oman,37.99,21.23,64.43
Africa,Mali,38.21,14.57,82.85
Africa,Sierra Leone,38.3,17.13,72.04
South-East Asia,Nepal,38.43,33.38,45.66
Eastern Mediterranean,Iraq,38.51,31.29,48.39
Eastern Mediterranean,Yemen,38.54,13.89,77.29
Africa,Cote d'Ivoire,38.54,21.4,68.01
Africa,Democratic Republic of the Congo,38.58,7.52,135.5
Africa,Senegal,38.67,22.1,57.9
Africa,Cote d'Ivoire,38.74,20.87,67.68
Africa,Gambia,38.93,20.74,65.14
South-East Asia,Nepal,38.97,34.75,45.45
Europe,Armenia,39.03,27.7,56.73
South-East Asia,Nepal,39.05,34.07,46.15
Western Pacific,China,39.11,37.52,40.51
South-East Asia,Nepal,39.14,33.49,46.85
Africa,Uganda,39.25,25.52,53.74
Africa,Guinea,39.28,22.66,76.25
Africa,Congo,39.38,5.48,171.9
Africa,Mauritania,39.58,16.19,98.01
South-East Asia,Bangladesh,39.59,35.53,43.65
Africa,Togo,39.64,23.91,61
Africa,Sierra Leone,39.85,17.38,77.6
Africa,Guinea-Bissau,39.9,18.92,76.87
Eastern Mediterranean,Yemen,39.91,13.91,80.68
Europe,Finland,4.93,4.54,5.31
Europe,Armenia,40.04,28.38,58.58
Africa,Democratic Republic of the Congo,40.05,7.16,146.3
Africa,Mali,40.08,15.1,90.26
Eastern Mediterranean,Yemen,40.27,13.26,83.86
Eastern Mediterranean,United Arab Emirates,40.3,32.9,50.22
Eastern Mediterranean,United Arab Emirates,40.38,33.77,49.85
Eastern Mediterranean,United Arab Emirates,40.44,34.55,49.63
Africa,Liberia,40.47,19.47,72.99
Africa,Burkina Faso,40.52,16.83,86.29
Africa,Sierra Leone,40.62,18.01,77.81
Africa,Burkina Faso,41.03,15.93,91.6
Africa,Gambia,41.16,22.97,69.82
Europe,Kazakhstan,41.19,27.96,58
Africa,Togo,41.23,25.76,64.34
Western Pacific,Mongolia,41.33,27.22,59.57
Eastern Mediterranean,Yemen,41.34,13.91,85.77
Africa,Liberia,41.84,19.74,77.53
Africa,Chad,41.96,22.75,70.87
Eastern Mediterranean,Yemen,41.99,14.35,87.85
Eastern Mediterranean,Iraq,42.12,34.29,51.84
Africa,Mauritania,42.43,17.8,92.84
Europe,Kyrgyzstan,42.43,27.52,61.93
Africa,Guinea-Bissau,42.44,19.76,83.69
Africa,Senegal,42.51,26.05,58.87
Europe,Armenia,42.51,30.21,62.46
Africa,Cote d'Ivoire,42.7,23.12,73.32
Eastern Mediterranean,United Arab Emirates,42.89,36.71,51.87
Africa,Burkina Faso,43.05,16.66,97.72
Africa,Gambia,43.21,24.39,75.86
Western Pacific,Mongolia,43.46,31.2,59.5
Africa,Guinea,43.69,23.07,81.46
Africa,Ghana,43.74,26.36,69.06
Africa,Sierra Leone,43.92,19.26,86.75
Eastern Mediterranean,United Arab Emirates,43.93,37.17,53.51
Europe,Kyrgyzstan,44.05,29.44,64.28
South-East Asia,Bangladesh,44.35,39.74,49.61
Africa,Chad,44.49,24.05,77.43
Eastern Mediterranean,Iraq,44.5,36.57,54.76
Europe,Kazakhstan,44.61,29.07,64.78
Africa,Senegal,44.68,28.23,59.77
Europe,Uzbekistan,44.83,30.03,67.17
Europe,Armenia,44.84,32.13,65.16
Europe,Kyrgyzstan,45.42,32.9,63.58
Africa,Sierra Leone,45.59,20,91.69
Eastern Mediterranean,Egypt,46.03,31.18,67.41
Africa,Guinea,46.37,24.11,82.12
Europe,Kyrgyzstan,46.46,32.07,68.07
Africa,Mali,46.64,16.14,103.6
Africa,Ghana,46.81,29.03,73.37
Africa,Chad,46.93,25.14,88.98
Western Pacific,Mongolia,47.5,34.6,62.14
Western Pacific,China,47.61,45.75,49.35
South-East Asia,Bangladesh,47.78,43.27,52.87
Europe,Kyrgyzstan,47.99,30.55,73.68
Europe,Uzbekistan,48.09,33.46,72.05
Africa,Burkina Faso,48.13,16.63,120.6
Africa,Cote d'Ivoire,48.26,25.14,91.58
South-East Asia,India,48.26,45.81,50.42
South-East Asia,Bangladesh,48.66,44.07,53.89
South-East Asia,Democratic People's Republic of Korea,48.73,36.87,62.76
Western Pacific,China,48.81,46.99,50.28
Africa,Ghana,49.59,31.77,77.18
Americas,Canada,5.06,4.89,5.26
Americas,Bahamas,5.22,3.93,7.16
Europe,Sweden,5.24,4.91,5.57
Europe,Finland,5.39,5.07,5.71
Western Pacific,Nauru,5.43,1.54,11.53
Europe,Iceland,5.47,4.75,6.17
Americas,Bahamas,5.5,3.43,8.5
Americas,Bahamas,5.56,4.09,7.72
Americas,Bahamas,5.58,4.16,7.78
Europe,Estonia,5.66,4.84,6.45
Europe,Iceland,5.69,5.03,6.32
Europe,Norway,5.82,5.43,6.18
Europe,Sweden,5.88,5.64,6.17
Americas,Bahamas,5.92,4.17,8.37
Western Pacific,Australia,5.94,5.49,6.43
Europe,Finland,5.97,5.64,6.41
Europe,Sweden,5.97,5.73,6.29
Europe,Iceland,5.98,5.38,6.53
Western Pacific,China,50.09,48.08,51.89
Africa,Mali,50.33,16.96,118.9
Africa,Niger,51,21.31,105.3
Europe,Uzbekistan,51.02,36.3,77.12
South-East Asia,Democratic People's Republic of Korea,51.04,38.56,66.25
South-East Asia,Democratic People's Republic of Korea,51.46,38.95,66.33
Western Pacific,China,51.58,49.26,53.94
Africa,Mauritania,51.71,19.23,114.5
Eastern Mediterranean,Pakistan,51.77,41.99,67.57
South-East Asia,Bangladesh,51.97,47.05,57.9
Eastern Mediterranean,Bahrain,52.22,41.22,63.71
Europe,Uzbekistan,52.26,37.39,78.12
Africa,Niger,52.51,22.05,107
Eastern Mediterranean,Bahrain,52.69,46.86,58.92
South-East Asia,India,52.72,50.06,55.28
Eastern Mediterranean,Bahrain,52.9,46.87,59.15
Eastern Mediterranean,Bahrain,52.94,46.83,59.24
South-East Asia,India,53,50.57,55.28
Africa,Niger,53.17,21.37,107.2
Africa,Burkina Faso,53.56,16.9,138.2
Eastern Mediterranean,Pakistan,53.65,43.88,65.45
Eastern Mediterranean,Pakistan,53.78,42.76,65.75
South-East Asia,Democratic People's Republic of Korea,54.05,40.84,69.73
Africa,Ghana,54.43,36.06,85.47
Eastern Mediterranean,Saudi Arabia,54.59,37.9,72.56
Europe,Uzbekistan,54.68,36.94,82.08
Eastern Mediterranean,Qatar,54.83,42.3,69.96
Africa,Cote d'Ivoire,55.13,26.63,110
Africa,Mauritania,55.15,19.06,128.3
Eastern Mediterranean,Kuwait,55.16,44.81,67.47
Africa,Nigeria,55.33,37.27,75.29
Eastern Mediterranean,Pakistan,55.36,45.94,64.89
Eastern Mediterranean,Saudi Arabia,55.76,39.29,73.51
South-East Asia,Democratic People's Republic of Korea,55.83,41.6,71.9
South-East Asia,India,55.99,53.24,58.66
Eastern Mediterranean,Qatar,56.26,43.33,71.7
Africa,Nigeria,56.32,37.04,75.46
Africa,Cameroon,56.58,35.54,86.09
Eastern Mediterranean,Pakistan,56.96,48.86,65.6
Eastern Mediterranean,Afghanistan,57,40.09,78.69
Africa,Nigeria,57.17,37.89,79.67
Eastern Mediterranean,Kuwait,57.41,47.82,72.87
Eastern Mediterranean,Bahrain,57.46,37.11,83.99
Eastern Mediterranean,Egypt,57.66,37.46,87.42
Africa,Chad,57.77,26.4,121.9
Africa,Nigeria,57.78,37.04,80.83
Africa,Niger,57.92,25.23,119.2
Africa,Nigeria,58.21,38.57,87.41
South-East Asia,India,58.69,55.64,61.59
Western Pacific,Mongolia,58.96,42.12,74.99
Europe,Tajikistan,59.13,39.8,86.85
Africa,Ghana,59.18,39.62,92.66
Africa,Cameroon,59.2,39.44,85.74
Americas,Canada,6.07,5.87,6.28
Europe,Iceland,6.11,5.5,6.65
Europe,Estonia,6.2,5.54,6.9
Europe,Finland,6.25,5.89,6.66
Americas,Canada,6.31,6.12,6.5
Europe,Norway,6.33,5.97,6.65
Europe,Sweden,6.35,6.11,6.63
Europe,Estonia,6.39,5.67,7.2
Europe,Iceland,6.44,5.82,7.14
Europe,Estonia,6.45,5.86,7.13
Europe,Estonia,6.52,5.96,7.19
Europe,Finland,6.55,6.13,7.04
Americas,United States of America,6.58,6.48,6.69
Western Pacific,New Zealand,6.63,6.15,7.03
Americas,Canada,6.64,6.44,6.83
Western Pacific,Australia,6.67,6.37,7.02
Europe,Sweden,6.68,6.38,6.99
Western Pacific,Tuvalu,6.7,2.61,13.65
Western Pacific,Tuvalu,6.7,2.61,13.65
Western Pacific,Niue,6.75,3.31,13.31
Western Pacific,Niue,6.75,3.31,13.31
Western Pacific,Australia,6.8,6.47,7.18
Western Pacific,Australia,6.81,6.51,7.16
Americas,Canada,6.82,6.6,7.03
Western Pacific,Australia,6.83,6.5,7.21
Western Pacific,New Zealand,6.9,6.32,7.42
Western Pacific,New Zealand,6.91,6.56,7.26
Western Pacific,New Zealand,6.98,6.55,7.37
Eastern Mediterranean,Saudi Arabia,60,44.17,80.66
Eastern Mediterranean,Saudi Arabia,60.22,44.39,80.92
Eastern Mediterranean,Saudi Arabia,60.45,44.04,79.21
Eastern Mediterranean,Qatar,61.3,47.49,73.16
Africa,Niger,61.87,27.16,132.4
Eastern Mediterranean,Egypt,61.97,39.85,90.78
Eastern Mediterranean,Qatar,62.31,48.24,75.66
Europe,Tajikistan,62.73,42.52,90.41
Eastern Mediterranean,Egypt,62.89,40.36,92.25
